"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265225646268438,0.236793611793612,0.261668911958157,0.271720002867141,0.228726497383214,0.266725211559955,0.251167696248303,0.243177247917264,0.314358389614945,0.263148848401511,0.318450757692912,0.249462596732588,0.246179428299943,0.274004180341396,0.24364650937102,0.403085541618213,0.256862402904022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257113967932976,0.297404529674326,0.25362265538801,0.279508031440224,0.490027023549092,0.263023940189294,0.283644615116076,0.265026420079259,0.293938144329896,0.249096880131361,0.318215568022425,0.526519462781698,0.237383725188602,0.287888047983221,0.32662631085344,0.242086907294595,0.260291623728515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247069116360454,0.204299969138977,0.254585092519769,0.261178795219191,0.304182194616977,0.250732638178968,0.25563806380638,0.549190043461082,0.518330921369995,0.242905788876277,0.262011891370721,0.275012083131947,0.326183414348818,0.226197516262566,0.516459708285021,0.229844546541632,0.28110449301507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241665311432752,0.429797085659813,0.250417963308957,0.236770349761562,0.253578869547685,0.25755438414136,0.262673506336753,0.184517203107658,0.261657122823419,0.347802096744527,0.281184889935681,0.290824261275271,0.256469854656734,0.441087613293051,0.228922228571777,0.344155071946722,0.321020855531714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105128205128206,0.102422555773532,NA,0.106443196391457,0.107494535459997,0.157954681692843,0.158053701410494,0.199118942731277,0.254525068076244,0.298129496402878,0.218206815280369,0.325624576879253,0.790656751501755,0.257689538104472,0.40040404040404,0.255279608041897,0.265367793240555,0.249513736221693,0.248912029841466,0.570368334249588,0.258725402866628,0.23757277205553,0.262543943751997,0.223760037173604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106577773604396,0.109863040693666,NA,0.112416028562034,0.12121749708551,0.0978962941579773,0.102081947325169,0.480813036621692,0.257244043786219,0.298992805755396,0.518542097724017,0.283350560712556,0.256326024460272,0.277911284462992,0.267200582453586,0.25581592081888,0.264502034051528,0.265757370420083,0.236529486635552,0.209639849489339,0.245938798639969,0.25691014643445,0.259756097560974,0.452827312415451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133205487535035,0.12734693877551,0.116395433568133,NA,0.112435965377142,0.124616618694852,0.0890404544887014,0.108358837031371,0.118824595860403,0.267974235095944,0.312783290612791,NA,0.24097462836705,0.205459013515885,0.287632821723731,0.269001769164265,0.263821732058413,0.245033945184812,0.257500376903362,0.410862262038073,0.246483335445444,0.255588557136157,0.447643116141083,0.262444729710455,0.243941582410527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118080385990609,0.104511278195489,0.114188697550328,NA,0.116976548631225,0.11717750826902,0.189425434388659,0.110183241076543,0.24153498871332,0.259292036385235,0.288285266418349,NA,0.375315922493681,0.686250999200639,0.291504636553994,0.301170356659637,0.273237008423413,0.38147029204431,0.273080032336297,0.219533497739416,0.398770211796857,0.256965944272445,0.241501157548434,0.263359905521109,0.239460899545525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105483089900805,NA,0.0918342097123425,0.107104023196812,0.0984925168100663,0.124104414048801,NA,0.0977269300361894,0.112417577350488,0.170299331589654,0.24748392507688,0.28099173553719,0.294783059161427,0.238457360130363,0.482934284258787,0.269512748978135,0.263894550890066,0.214224096616505,0.220878601794993,0.333678327468432,0.510849349039056,0.247097844112769,0.211780990464471,0.255991052849164,0.216798833287759,0.275923457450456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156612254554057,NA,0.230576028327913,0.111152958900241,0.158909026715313,0.118660332997458,NA,0.170958367126252,0.11191733639495,0.119268932481752,0.113147292915399,0.245706174591909,0.291813357986266,0.319003615910002,0.228250591016547,0.358366980708836,0.30427437067072,0.788804071246819,0.638643067846607,0.2477120195241,0.232682447910985,0.286902625999021,0.224434235153989,0.246913464886504,0.655805816750491,0.266033584541342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122203752077892,0.121898078069815,0.123111409997759,0.101737293615554,0.126734963648383,0.105255391879597,0.126952887722625,0.114136788776306,0.119427768552817,0.10781798541723,0.397705887624339,0.25926326561124,0.23067849921366,0.217760481160447,0.524056029232642,0.296242069302099,0.29555745675545,0.251020408163264,0.223377960865087,0.269004990437109,0.405626134301269,0.227753763601131,0.377875766871165,NA,0.400291120815137,0.242602645462191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107293098421426,0.126872770511298,0.121998555695974,0.101505227085412,0.118930268537962,0.101883801175046,0.120148086828552,0.111600232198143,0.134291068082449,0.349424228466145,0.114089528588407,0.251355046851768,0.374627817949808,0.703116147308781,0.223998199009454,0.262530518454688,0.313710480134431,0.242756959693985,0.523656180331929,0.279288310501823,0.201086366105377,0.260044231478068,0.247113702623906,NA,0.221857923497268,0.257522913456078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109066162878097,0.0926632886791155,0.1109201542106,0.115763003485243,NA,0.0970445062586943,0.100120510966499,0.111827402441121,0.113715200569243,0.320618971061094,0.385507011429034,0.223298832856199,0.254610723752128,0.489021375599825,0.374507597073719,0.260382271544394,0.22437567029263,0.252482269503546,0.300114045091674,0.234599516289656,0.398968185726569,0.430176912477694,0.262636513599482,0.20683988908288,0.216452520349191,0.32795895932576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126098376313278,0.18233997130158,0.104095636787364,0.115514890247658,NA,0.170762386869154,0.0915237970597227,0.130343166767008,0.112667478684532,0.119040490119306,0.119589326138157,0.421225832990539,0.261256253466767,0.213312785842116,0.246844660194174,0.301419077976243,0.241441589360478,0.377350427350427,0.258531182944556,0.310514214046822,0.239363025628266,0.230109727310464,0.277284301677788,0.840737382895133,0.392384255994565,0.251098556183302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113447648995235,0.112188168210978,0.109060118543608,0.108764729246659,0.105647574393894,0.198844633627243,0.117922979501853,0.127617247724673,0.111348122866895,0.112450145521183,0.352162810492919,0.212279735682819,0.498915662650602,0.256062234059063,NA,0.322839152833427,0.247351564424735,0.272102247686205,0.309958158995816,0.253134396096898,0.281733473980308,0.279669917479369,0.274730012843254,0.308765694596353,0.292441630391769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112913790497305,0.113137114142141,0.120958646616542,0.115886397889979,0.109229223482132,0.096655309088382,0.113804004214964,0.118570183086312,0.11752649470106,0.123216723951224,0.113513024602027,0.210867506737562,0.249650139944023,0.27424664468162,NA,0.245407957620775,0.317995910020449,0.259113052242566,0.274015964767409,0.428540587219342,0.269519636989516,0.284810126582278,0.300747291243127,0.275358186999787,0.317300685031336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111145912568796,0.104792851340374,0.118658056998593,0.107066672718196,0.108533726165531,0.137815927515498,0.129900861854234,0.120291616038883,0.116809258935922,0.097509427707099,0.101553140044003,0.2620037498981,0.233882578787393,0.327809259061263,0.196270484083631,0.237562756732085,0.283637592968221,0.310943492259831,0.223833790670324,0.323030982766436,0.990921787709497,0.25934282893809,0.250442051117183,0.280254777070063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123788479887511,0.164654696978982,0.109722158857613,0.112760931398544,0.115072540459499,0.0985098097948183,0.112947420656327,0.102983764809128,0.109853121175032,0.101129663801252,0.10839160839161,0.251523901187038,0.231403622250969,0.217130692958377,0.526085370302809,0.479913916786226,0.257199322416713,0.244093254441726,0.255799373040751,0.299040137853027,0.170607643662359,0.270128354725787,0.252790544977018,0.276360352223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133464332807613,0.120205173951829,NA,0.107810925658213,0.215178650589591,0.117936007210457,0.118083352955029,NA,0.103076420335186,NA,0.109337953674996,0,0.288340425531914,0.248643444775073,0.23905604719764,0.239835469071349,0.300323808723013,0.269377123621581,0.258295048494128,0.253837298878995,0.253948753948753,0.203907323777733,0.45618811881188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111955624245763,0.128625772705659,NA,0.115140186915889,0.0924845968831354,0.105137973433313,0.110252255408603,NA,0.105967545348088,NA,0.113094092745815,0,0.254257315632167,0.24705982614624,0.444099378881987,0.243932601638583,0.239704831616627,0.259135765602109,0.255825242718446,0.337002410596411,0.248926301322796,0.48321554770318,0.234624644342306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104949182501106,0.120693108974361,0.115604274134121,0.12054180471643,0.108174948477216,0.107007764284292,0.104978650905497,0.122213836477989,0.155824637023596,0.0965191480716505,0.114820087379118,0,0,0.240836919424245,0.351487363006038,0.264173497267759,0.261817911114419,0.262907823883433,0.261540962288685,0.517940932928512,0.407123986517263,0.138385603482634,0.219300361881786,0.123881828684602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170720019168564,0.110523247993545,0.11411329658114,0.112888809438685,0.112593306043824,0.103005899428786,0.110756842301249,0.116610697425417,0.107038942520765,0.196682115794895,0.111486323508129,0,0,0.253782561222897,0.233813813813814,0.265100671140939,0.265619126381474,0.275879481568759,0.247666559382039,0.1376343436783,0.144360231832368,0.401244312378122,0.127088507563786,0.135023647807689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114820703055998,0.224518888096935,0.0951669005919346,0.118544210576329,0.108070015912708,0.122544735268413,0.118371902332363,0.375765743690272,0.0960840078757388,0,0,0,0,0,0,0,0,0.130136336317338,0.140997113302864,0.146202095169289,0.152360203340595,0.256187365040696,0.159669166608256,0.151411335369032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116040346335804,0.0977227655063956,0.259131493506495,0.106130576621616,0.106248629686473,0.12141310856248,0.116748899853315,0.090200606148074,0.103742056954578,0,0,0,0,0,0,0,0,0.144686210032884,0.169873897514397,0.159059674502714,0.146175243393602,0.11042067251325,0.149008534941924,0.149706821049506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137793156478279,NA,0.108796144155988,0.0971715968035906,0.118144474063718,0.114256150839275,0.198915009041591,0,0,0,0,0,0,0,0,0.130102887487554,0.251933833154826,0.113730616660658,0.176086090075727,0.138097233864207,0.141744753860367,0.147739888977002,0.2832895888014,0.153693679957307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109355334918195,NA,0.110932977065243,0.182497331910353,0.134122943900133,0.120311103596533,0.0916063627571958,0,0,0,0,0,0,0,0,0.281505351593969,0.127331473050376,0.302769529119447,0.130675652521561,0.139671361502347,0.15542394915499,0.13140110081516,0.126563528637263,0.137712284411551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126362297496319,0.132846343327955,0.124705495589285,0.142054324071184,0.130886902715711,0.129162092938163,0.150006681812107,0.292466765140325,0.136774917584344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370258185489687,0.205059797608096,0.178991494037688,0.154841373615031,0.203238077565411,0.126383409559055,0.148918918918919,0.119625719769675,0.135954821167119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170215923425096,0.119254490613606,0.147330912081135,0.15779612795781,0.220644666155026,0.12235388097457,0.136781475447987,0.161112663128068,0.131793096997475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153752822621416,0.248240420064798,0.168933259963839,0.155475100758249,0.126672564414464,0.127075812274367,0.194998338318378,0.140117190161478,0.148668092552985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138278652984536,0.104127829560587,0.130624352239019,0.15752429896101,0.135632629335401,0.123132589567173,0.296593328601844,0.141379517710025,0.12940204482082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135543343378834,0.459387037347178,0.140715515891655,0.145549186268697,0.156160790062495,0.169714138552666,0.126992325855964,0.162887455793634,0.130844671593342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123356052606317,0.205077574047955,0.163833075734158,0.130500876017728,0.215639165911153,0.373674094112622,0.304375157153633,0.140088298838339,0.233924511141427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339147286821706,0.122514051015997,0.139547199788164,0.2435203645685,0.141440670463601,0.118949300298235,0.112272498051622,0.147038069957327,0.136183480420653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128383538396267,0.166108481980344,0.148704107664436,0.146329209319852,0.133766905624121,0.139963533896902,0.145977728870348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176291914791576,0.142478718971369,0.146266989387452,0.187444453421669,0.130880620799556,0.14316918189039,0.144395308594502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226477324782409,NA,0.133666702131433,0.142281594571671,0.146160931640241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134051746577126,NA,0.128321737654845,0.134686928557916,0.162246666164394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
